,text,dialect
799,الهلالالفيحاءالدوريهارد للك التعادل يازعماء,MA
800,اودي انا فقدت الامل صافي ههه,MA
801,عندهم التحرش بحال السلام عليكم ههه,MA
802,سرك نيت كاتمشى الشلوح الشلوح تا هوما يتمشاو معاهم الناس,MA
803,كلمهتقرقعبمخكانا افهم شنو يعني تقرقع بعدين اقولكم السالفة,MA
804,كلشي هادشي لي كيطرا فالدنيا الخير,MA
805,نهار التنين الجاي السيزون,MA
806,ماحضرتش للماتش انا كون ضحكت عليهم ههه,MA
807,حددي هدفك ركزي,MA
808,حلوة مرة اسمعها,MA
809,حزبحقونالصيفياحلو الصيف وحلو سفراته اللحين افكر,MA
810,ذنوبنا خرجات فيهم كةن كانو يستاهلو كزن دازو,MA
811,ههههه وراه معاك بصح يخ منهم رحم ربك,MA
812,واييييه هههههههه الكادومة راه رمز رموز الرجولة,MA
813,كلهم اجانب كلهم كيلعبو لعب مفتوح,MA
814,الهلالالحزمبالله هذف يضيع يا قوميز,MA
815,ياو هادي فخاطر لي ماعندو فين يتفرج مسافر شاد الطريق عساس فالباركينغ اينجويالمغربناميبيا,MA
816,تستاهل الرفيسة بدجاج البلدي وبيض السمان امممممم,MA
817,حبسي الضحكة فاش يحطو ليك الخبز,MA
818,اجملوافضلمدينهسعوديهبما اني اجنبية عنكم ولاعمري زرت السعودية يقولي افضل واحلا مدينة ممكن اعيش,MA
819,خاص اسعافات بشوف تيفي واخا نخلصو ليهم ماشي مشكل المهم كايحضرو فالوقت,MA
820,زعما هاديك لي ضامنها هههه,MA
821,تصدق قريت تغريدة فكرتها اويلي علاش كنت بكتب شفيك قلبت مغربي,MA
822,والله عرفت انا كاتهمني غا بلادي يا زينة البلدان ههه,MA
823,والله اللحين احسها احلى واسعد فترة عشتها بحياتي صحيح مفرق طرق لانها الانتقالية لنضج ومسؤولية اكبر,MA
824,باز ليك انا الدماغ عندي كيبغي يتفركع فاش كنسالي غا حلقة وحدة بزاااااف هاد سيري والله,MA
825,ماتشوف شر الله يشفيك يارب,MA
826,سيري واعرة كاتكون سيزون حسن,MA
827,ههههههههههه قلبي لي بغاك الوليد الوليد,MA
828,عمرك شفت شينة تتزوج تنخطب,MA
829,هههههههههههههههههههههههههههههه تقدية ديال سيمانة الفقراء,MA
830,حنا مكيهمناش القرار واش صحيح المهم التوانسة يبقاو يشوفو هاد اللقطة يرث الله الارض,MA
831,هبط لتحت كاينين انيمات زوينين,MA
832,المشكلة انت يوزرك مابغى يطلعلي اقسم بالله حاولت اكتبه مرة اليوزرات طويلة كده صعب تتمنشن حاول تغيره وابشر عيوني,MA
833,بقى ليا غاندير ليها البوق هههه,MA
834,كايغرد بدل الصورة للاسود داكشي علاش ماتعرفتيش,MA
835,ماعرفتش انا شفت التصويرة ماعرفتش واش نيت مضادة للرصاص ستيل ايوا صافي المرة الجاية يدير كاسك,MA
836,العمر وصلك شيء مايسوى وصلك عطى لحظه فـ العمر قيمه,MA
837,خفوو شوي اووك,MA
838,قالو ليا مافهمتو والو فالخطاب هههه,MA
839,اميين ويخلي لك غالينك,MA
840,اخر تغريدة اهداء لجميع متابعين زوار منتدانا الكبير عساكم بالف خير دمتم متألقين,MA
841,تحبجدهاوالرياضمازرت ولاوحدة فيهم بس الرياض احلا اكيييد بوجود الزعيم,MA
842,شفيه مودك اغاني حزينة,MA
843,ارا ديك التصويرة ديال ريشارد عزوز,MA
844,الكتاب لي خاص كلشي يقرااه,MA
845,يارب يحفظها ويطول بعمرها بصحة وسلامة يارب,MA
846,شوف ليه اخويا راه رشيد الرجولة يستاهل كراكات مش بس كراك,MA
847,مدري والله انا ماعندي فكرة انواع القهوة العربية بس حسيتها غريبة جداااااا,MA
848,ماماك فاش كاتقول ليه مالك مكتشوفش,MA
849,تو ثري فيفا لالجيري,MA
850,هاد الحساب كايضربها صحيحة حيت بزاف ديال الكوانب تابعينو,MA
851,تا عندو دياسك واعرين,MA
852,همسة حب لقيتني بحب لقيتني بحب وادوب الحب,MA
853,ايوا راه جيتي زوينة جات معاك الهزة ديال الميكرو ههه,MA
854,هههههههه المغربي طالع حلو,MA
855,مش عايز افارقة انا عايز,MA
856,ماتش بتعليق جواد بادة,MA
857,كاعما بغيناهم يجيو للمعقول مزيانة لينا,MA
858,كلمهوقولهاللحبماعاد ينفع الكلام,MA
859,متياخرمرهاعتمرتباقي ماعمري اعتمرت الله يكتب لي ولكم بيته الحرام,MA
860,الهلال بالقلب شنو يصيييير,MA
861,صحيح كاتقهر الارجنتين راه كانو يستاهلو البارح,MA
862,خرجو فيهم هوما البرتغال ههه,MA
863,بغيت ندي للواليد شي سوفونير صويرة ليا هاد العكاز زعما كاتعتابر اهانة é,MA
864,متعوده ضاقت الدنيا اقول أدري إني صح عالم غلط قروبجنونللدعم,MA
865,ههههههههههههههه عادي ضحكتهم تخليك تضحك,MA
866,الله يبارك فيك اكيييد يستاهل,MA
867,اه ماشي,MA
868,ريحتها لي زوينة,MA
869,منتظر رجعتك رغم الظروف ماسك العهد طال البطىعودهحميدهعزوتيجنونامير,MA
870,احسن حاجة تايكمل هاد للموسم جمع كلشي فدقة وحدة,MA
871,فاقده حنانك طيبتكفاقده عيونك ضحكتككلشي كلشي غيابك ذبل ارجع بسامح قسوتك,MA
872,ياااو را مشيت نختار الزليج لي غايجيني فالدار مشيت ليه تال تيكيوين,MA
873,الله يعين وتكمل خير,MA
874,وايه اوور جوه,MA
875,غا ترحم ديسك ههههههه,MA
876,بالصحة عليكم مافي احلا,MA
877,سمحي ليا نتي اختلفتيش معاها فالرأي نتي راه هاجمتيها ههههه طبيعي ردها,MA
878,صدقني الكلب كثييير مرات يطلع اوفى البشر,MA
879,مليانه ذبول اللي كانوا بصدري قروبجنونللدعم,MA
880,اججججلد يا ابو كريم,MA
881,التونسية تقول برشا مو بزاف بزاف كلمة مغربية,MA
882,غا تمارة هاد الساعة ياك كلشي مزيان,MA
883,المغاربة عندهم ذاكرة الدلفين غا البارح كانو كايترحمو مرسي كيقولو الرئيس الشرعي ليوما بقا فيهم الحال حيت قاطعين الخريطة حاشين كرموصتنا فاي حاجة ماباغينش لي يحشي كرموصتو فينا فهم تسطى,MA
884,طلعة مالك بوجادي,MA
885,انت تدري شعوري تجاهك تترك الدنيا جنب وتجيني,MA
886,للاسف ماتعطي فرص تخسر,MA
887,تصدق ماعمري رحتها بس اتوقع حر عندهم ثانيا مو سياحية,MA
888,الفاشنيستات كلهم كده حق فلوس واعلانات كذب بكذب الحمد لله ماتابع وحده منهم,MA
889,مانتشاكل بس حوار عادي,MA
890,دليلك شفار,MA
891,دريال راه كاتخصك فكارو مكاين لي يعقل هه,MA
892,والله ماقلتي يالغشاش,MA
893,دييييما تويتوما كاتفهم فكلشي كاتفتي فكلشي ماشي شي حاجة جديدة,MA
894,صحيح هداك الماتش كون مكانش التخوفيش غايقلب ترتيب المجموعة رأسا عقب,MA
895,كاتجيب ليها شويا ماشي,MA
896,مات جارهم الجوع عزاه ذبحوا خرفانا,MA
897,موت راغنار المسلسل ممل تافه شكرا,MA
898,ايوا ربي يعوض ههه,MA
899,تويتر الراعي الرسمي للكورة,MA
900,يحرمني منك يا روحي انتي يديم لي قلبك الطيب,MA
901,المدرب يبي الدوري بس مااظن يبيه التكتيك,MA
902,مسلسل حسيت اختلاف ناحية الدراما ويتناول مشكلة اجتماعية تابعته وجدااا عجبني ساق البامبو,MA
903,زي القهوة العربية سمعته ناس شربو الشاي المغربي بالسعودية وبالمغرب اختلاف كبيييير شي المداق المغربي يضحكون الناس لاهو مغربي ولاشي,MA
904,شي حاجة كثر خواض ههه,MA
905,فاش كاتخرج قاعة الامتحان وكتلقى صحابك مناقشين واش خرجات ليهم فلخر ونتا خارجة ليك,MA
906,اهلا ليلى مزيان باش يتعلموا,MA
907,ايوا هادشي لي عطا الله ههه,MA
908,مديها فخدمتو مامسوقش للتفاهات ديالهم هههه,MA
909,ضلو يقولو ياجمال صوتك المبحوح لين عالاخر ادعولي,MA
910,انتم بصحة عافية,MA
911,الباب يفوت جمل اللحين,MA
912,مرحلهدراسيهذكرياتكفيهاالثانوية,MA
913,عادي خد راحتك المنشن امرك احب الخييير,MA
914,اودي حنا غا ضاحكين بنادم دارها بصح ههه,MA
915,كيفنخفيحبناوشووووق ظااهر,MA
916,واخا ضرب كورة كايبقى فوط فقانون كرة القدم,MA
917,والله ابا رشيد مكنسالي بالله غنسالي شي بروجيات هاني معاكم,MA
918,تفو كورة كيدايرة,MA
919,منو العالمي بالضبط انتو كثرو عندكم العالميين,MA
920,لي كايحرق السيريات بحال داك لي كايكون لاعب الروندة وكايقول لصاحبو القاعة غاتجيبها بالصوطة مسوكرة,MA
921,شاء الله فمك لباب السما,MA
922,ومالها راه خاصك غا وشي فيلتر مزيان هانتا غاتنافس الناس الكبار ههه,MA
923,وينناويتروحبهاجر,MA
924,الهلالالقادسيهفدا فدا ماراح تستفيدو شي تعطون كروووت لين الامير محمد فيصل الدوري هلالي باذن الله,MA
925,مصايب فيديو كليب,MA
926,توحشت واد مرزك طماريس دار بوعزة احح,MA
927,فاش كاتكون فشي عرس صحابك كاملين كاينوضو يشطحو ونتا حيت كاتعرفش تشطح,MA
928,الله يبارك فيك كبيدة ديالي,MA
929,بنادم نيتو كايقوليك شكرا الرتويت معارفش بلي النص الرتويت عندهم هاكو ضحكو هاد الخراوات,MA
930,الهلالابهاالدوريالنممممممممملة الذرية جوووووفييينكوووووو,MA
931,الله يبارك فيك كبيدة,MA
932,كبير صغير طويل غليض رقيق المهم مغيدخلوش بيوت فجوج ماتشات,MA
933,كلمتينلنبعالحنانكنبغييك بزاااف الله يخليك لي يحرمني منك يارب,MA
934,ثلوج مو المناطق ثلج شهر مطر وثلج,MA
935,احلى صورة والله فديتك,MA
936,اييه القبلات لي عطيتيني,MA
937,وينوداكالشوقحبيبي الشوق ودانــي وجابكوطيفك طير جوي يحومي واتــولــع علــى حضرة جنابكيـفــرح خاطري شوفتك دومي,MA
938,اربي غا قول ليا فين كاتفرج والله تا واقفين بالله الارجنتين ماغاتاكلش معاهم,MA
939,بغيتو ملي يكبر يولي مدرب,MA
940,ضربو ليا مول,MA
941,عندي احساس اننا غنتعادلو,MA
942,كاينين جوج الكعبي اماراتي محمد حسين مغربي,MA
943,غاطس تمارة ماشكيت,MA
944,بحالا كايعيط لخوه هههه,MA
945,تحبوني تحبون الكنافةعادي كذبتو كذبة بيضا مو مشكلة تكسبو اجر فيني,MA
946,زوين عجبني مي كاين احسن بالنسبة ليا,MA
947,ناتشو حطها لتحت هدا حطها لفوق,MA
948,تاكد قلت لك ماتعجبني الامارات كحيااة اخاف,MA
949,مافي احلا اكيد,MA
950,والوداد عندها هرناط اسمو بادة,MA
951,الحمد لله طلعت مو لوحدي,MA
952,ليفربول مين الناس نايمين,MA
953,انا مكاينش لي فقصني هوما تعليقات المغاربة فالفيديو لي كيقولو سرهم هوما لي غاديين بوحدهم اش كيتسناو ههه,MA
954,اكثد كلنا بلد وشعب الله يهديهم الله ويسعدك ويسعد صديقك واهله,MA
955,تفووو عورها تونس,MA
956,وسير تخدم ولادك,MA
957,انا ماتعودت اجلس خايفة مو الهلال بغض النظر مؤامرات عشان نكون واقعيين احنا ضيعنا الدوري ادينا,MA
958,جربت تاخد نعناع كمون للقولون,MA
959,ايه والله يااارب تفرحنا,MA
960,غا تفرجت فسيري ديالهم,MA
961,كون كنت كانحطهم كون طيروني شحال هههه انا غا كانكوبي الحمد لله ههه,MA
962,امييين ويحفظك والله موجودة بس مو زي قليل ادخل,MA
963,الحمد لله سلامة تو نور تويتر,MA
964,انخليه للضرورة احكام اخويا ههه,MA
965,انا بحالك قدرتش نزكل فيلم دمستر,MA
966,اكيييد الله يحميها ويحمي بلاد المسلمين,MA
967,هبطي لتويتات ديالو لتحت غتلقايه شنو حاط,MA
968,طيب شنو نسوي يعني السفر اهم الشوبينغ,MA
969,مبرووووك الفوز لمنتخبي الحبيب رغم ماعندي مغاربة قليل بحسابي بس الخير بالزعماء يباركون لي,MA
970,انا طرات ليا ال عجبني واها ماشي الصنف لي كايعجبني هههه,MA
971,عمره وحج اوك بس اعيش شنو اسوي,MA
972,الهلالابهاالدوريالحووووووووووووب,MA
973,والله متخوفة شوي ومتوثرة,MA
974,حنحتى فالدوري الفرنسي,MA
975,هاك الكونت ديالو كاع,MA
976,واايه خسرو لينا الفرحة,MA
977,شوف الناس كيفاش زاهية شوف الناس كيفاش تلعبشوف السما كيفاش صافية وانت سماك مضببكاين اللي ضحكتلو الدنيا واعطاتلو بلا حسابكاين اللي كيما انت يبكي يصبر لعذاب,MA
978,عشاق الدوري الايطالي جماهير الميلان واليوفي كايتفرجو فالبوكا ريفر بالتخبية عقنا بيكم,MA
979,البينالتي شاتها اللاعب ديال الدانمارك بونت غايقطع الشبكة واخا يجيبو خالد العسكري مايشدهاش,MA
980,اكيييد استقرار وامان لقيت الشخص المناسب طبعا مشكووور لنصيحة,MA
981,الله يبارك فيك حبيبتي اكيييد باذن الله الدوري هلالب وبس,MA
982,خسارة المنتخب للاسف صدمتني وزعلتني لاني كنت انتظر الاكثر مانقول الكورة كده مو كله فوز نبقى معهم فجيمع الاحوال ياارب يعوضني الزعيم,MA
983,لتغريدة المتبثة مو هادي,MA
984,ناااري والله مكنتخيلش راسي كانشجع الزمالك نو واااي,MA
985,كنحس بيك كضق عليا,MA
986,المهم داقو لينا الحلوة عجباتهم,MA
987,ملي حطيتي العبارة انا كنعاود فالفيديو ههه سير الله يعطيك مومن,MA
988,حطموها المصريين وطلعو شي لبنانيات ظهرهم واخا احسن منهم,MA
989,جوج مغاربة مكاينة تا اساءة,MA
990,ياعمري عليهم وانت بخير عساك عوااده بالصحة وسعادة يارب,MA
991,بحال بحال تا لاخر زوين,MA
992,الله يطول عمرها يخليها لك يا رب,MA
993,تخيلو اجازة وجالسة بالبييت,MA
994,الهلالالقادسيهاوووه ياهلالي اوووه ياهلالي اووووه اوووه,MA
995,اودي كاندوزو النهار غا دريال زريعة ساكتين,MA
996,بلاتي نحسب شحال عندكم ههههه,MA
997,داكشي لي بغيت وصلت ليه بغيت نطرطق لمكم المرارة عههههه زيييد تفركع زيييد,MA
998,ذوقك الله يسلمك,MA
999,اعترفانيغبية الحياة حاولت تعلمني مليوون مره وماتعلمتش,MA
1000,وسائل النقل عندكم جد متعفنة,MA
1001,المغاربة راه خارجين للشارع كايغنيو فرحانين هههه,MA
1002,احلااا طقم يارب يوفقهم,MA
1003,ماكرهناش يزيدو هاد الايموجي الخوت,MA
1004,نهار يبغيوك تكونفيرمي الرقم مغتوصلكش الرسالة,MA
1005,اهلين بيك كبيدة ديالي الزين كله انتي,MA
1006,بلاش راه ولاو كيتباعو فالجوطية,MA
1007,واش شفتي وردة فانستغرام كايحط تصاورو كايقطع جيهة صلاح بحالا حااملوووش,MA
1008,تما فاش غاتكسب الكليات,MA
1009,صحيح كنت ابيك بموضوع شوف خاصك طيب,MA
1010,مزيانة الاقل نشوفو استوديو تحليل تعليق يحمرو الوجه درتو معانا المزيان الله يكبر بيكم,MA
1011,دير باش تفقص لي حداك,MA
1012,جعلني ماانحرم منكم يااا الكبييداااات ديالي كنحماااق عليكم يمه فدووووه,MA
1013,هااانية ههه اللله يبارك فيك,MA
1014,راسي كي الكدية يلاه يجي معاه,MA
1015,داير فبالي غنبداه هاد الليلة,MA
1016,الله يبارك فيك طيييبكم والله,MA
1017,متنساش تلبس الكيطمة ديال الطالياان,MA
1018,شفت بزاف ديال الناس كايضحكو مغني الراب سميتو البنج حيت لابس سترة مضادة للرصاص فحفل موازين سي نورمال اصاحبي السيد خايف راسو واش بغيتو تا توقع الواقعة بنادم يقول يا ليتني كنت ترابا,MA
1019,لي سابتويت ولاو كيطلعو مرة وحدة كتاكتياليزي مشاو,MA
1020,كنتي كاتنكر ماحضرتش ليك,MA
1021,بغى يتشهر بيهل هيهاااات معامن,MA
1022,لاواه يا تستاهل احسن اش بيتي شي سكن اقتصادي,MA
1023,كبيدة ديالي الله يحرمني منك ويخلينا لبعض,MA
1024,ريفر بليت تاج راسك,MA
1025,علاه نتا باقي ماوصلتي للقطة فاش مات راغنار ههه,MA
1026,خليه تال الليل قراه باش ماتندمش,MA
1027,ليش عيب ههه دي كورة اشمت فيا اشمت فيك عااادي,MA
1028,تفرجت فالفيديو جاني عادي,MA
1029,العقارب كون بننادم,MA
1030,مو مخطوبة متزوجة,MA
1031,مكاين شي سبب,MA
1032,كتب وخلي الكلافيي يكمل ليك,MA
1033,امرابط دورو كبييير صعيب تفهميه,MA
1034,سير تركد حسن هادشي كيفهموه العميقين بحالي,MA
1035,المشكلة راموس خدا بطاقة صفراء بلعاني باش يغيب هاد الماتش يلعب الربع ههههههههه,MA
1036,عموما غيكون ماتش ناااار,MA
1037,كاين ايهاب امير شي زين كثر,MA
1038,للاسف سيري ماخداش داكشي لي كايستحق,MA
1039,الهلالالرايدووحححححححححش قووووميز الثاااالث,MA
1040,الله يبارك فيك زييين,MA
1041,ههههههه انا طول عمري كده احب انوع بتغريداتي,MA
1042,الهلالضمكدوريالمحترفينيااااااليى الثلاثيييينييي السوووووبر,MA
1043,انا مو متابعته ويجي يتكلم معاي كانه صاحبي لاحووول,MA
1044,الخياط دراهم كيرجعهم,MA
1045,شنو الحسد يعني شي عادي,MA
1046,كون دار ليه كونطراطاك بشي طريقة باش يجبد ليه مو راه حمار احتراماتنا للحمار,MA
1047,الله يرحمها ويسكنها فسيح جناته يارب,MA
1048,حمد الله مو المنتخب المغربي,MA
1049,كلشي الكويديمة هههه,MA
1050,نتا بوحدك مامعاك حد,MA
1051,صافي بقيتي كاطيري تا هرستي يديك,MA
1052,امين يارب ويحفظ لك والدين,MA
1053,اش ليكم الخوت انا هاد القرار سواء قران دعاء اغنية,MA
1054,لانه قليل ادب,MA
1055,المكسيك وبس الباقي خس,MA
1056,حيت شفتو ماتمونصيونيني هههه,MA
1057,ترى مو قصدي حب حب عادي يعني متابعني اكيد ماتكرهني عندك انفصام,MA
1058,انا اجاوب لاني مااحب اكون قليلة ذوق واخلي الواحد يتكلم لوحده اسفة حسست كده,MA
1059,هادي بوحدها كاتجي وسط المراح,MA
1060,صارحنيبالليبقلبكماعاد عرفت شنو اسوي شنو اقول الكلام مايفيد,MA
1061,كانو يستاحقو غا بحال هاد جوج ضربات صاااافي,MA
1062,اولتطبيقتفتحهاذاصحيتواتسابسنابتويتر,MA
1063,للمغاربة ام صافراات الاستهجان طرف الجمهور المغربي حق فيصل فجر,MA
1064,نمرو بعجالة لزهير بهاوي,MA
1065,الاتحادوالهلالالمفروض ترمونها لاعبينهكم العاهات للاسف هادي مو اخلاق كرة قدم,MA
1066,رجال وتتحمل اغلاطك شيل العاهة حاطه مدرب وارحل انت الهلال اكبر منكم,MA
1067,الغرينطا ديال الطاليااان,MA
1068,جيت لقيت حالتو حااااالة كاتشفي ماتهليتوش ليا,MA
1069,امييين ربي يخليك ويبارك فيك,MA
1070,ههههه فعلا كايكوليها كاتكول ليه بغيتي,MA
1071,قالك بجده انا,MA
1072,هه هانية الروح الرياضية,MA
1073,كثر علينا بزاف ههه,MA
1074,بهاد تساطيح غيوصلو للفينال,MA
1075,فداك الكون كبيدة ديالي,MA
1076,شاريين القنوات شاريين سنطرال شاريين الماتشاات دفاااك,MA
1077,وايه التويتر مكيدعمش خط اتصالات اورونج ماكايوصلش فيهم ميساج ديال الكوتفيرماسيون حولت الرقم لانوي وصل الكود,MA
1078,طيب المحطه اللي بالبلد اللي قلبت كلها اشباح فايده,JO
1079,مليوووووووون اغنية بتخون,JO
1080,طبعا لازم تمدح انا المدح بس انا بيرفع بلده,JO
1081,الحسين ممكن يحقق انتصار اله حساب الفيصلي حرام جد حرام مش هيك,JO
1082,انا جبت سيرة بنت وشب انا كتبت تعليقما بعرف كلمة تعليق بتعمل تحسس لهاي الدرجة,JO
1083,تمنيتك لي بعمري عروس والوجع حلمي لجل غيري حصلكل مات الامل اطلب عظيم يقول لشي يحي الامل,JO
1084,يخلي قلبك يارب أروع فنان بالدنيا,JO
1085,يعني حكيت قوموا الليل بصير تبخيسطيب بالصورة بارجلوا مش عم بعكسوا صورة المتظاهرين انهم طالعين طشة وشمة هواالدعاء تبخيس والاراجيل والقطايف والجيتار والتريكس منظر حضاري,JO
1086,بتشدني اشياء فـ ايدين الجميعانا ميولي لاشياء بتشد حدا غيري يسعد صباحكم,JO
1087,بلا حب بلا حكي فاضي هههههههههه,JO
1088,حبيبتي يسعدك ياعسولتي الحلوه,JO
1089,وساعات بنلاقي لروحنا طريقه نهرب منك يا حقيقه بعدين بنفوق دقيقه مأتاري ده كلو كلام نداءشرارة كلامفي كلام,JO
1090,كلنااحلام اعطتني بلوك ام الهجع عشان قلت عندك كرامه ماتقبلين تكونين بديله لأحلام,JO
1091,البندوره بتعطي حموضه للاكل,JO
1092,غلطهندمتعليهابعتقد إنه مافي غلطه لازم الإنسان يندم المفروض يتعلم الغلط اللي يحاول يصلحه يتجنه مستقبلا,JO
1093,أرجو تسال فيصل القاسم صاح ديك شعيب أبقاش عيب اسأله معناها عنده,JO
1094,الله يسعدكم يارب ويخليكم شكرا كتير كلامكم الحلو,JO
1095,هاي شكلها بس اجت الاردن راحت دابوق الحمر روحت,JO
1096,بالمناسبة عملتي بلوك تغريدتي موجودة انتي تقرأيها يقرأها غيرك,JO
1097,عندي البوم اسمو بعدو عطرك,JO
1098,بحب ألاقي فيديو بكل مكان وبحبكم وبستناكم ساقية الصاوي عشان نحتفل بالعيد سوا ونقول الاغاني اللي بتحبوها سارعوا بالحجز يا حبايبي مصر ساقيةعبدالمنعمالصاوي نداءشرارة,JO
1099,معلش مجد نصيحة اخت عمرك تناقشي تجاوبي السفهاء تضييع وقت عالفاضي حطي جهدك للناس اللي بتستاهل بس الباقي سيبك منو برم لت حكي,JO
1100,ناس بتجبرك حبها طيبة قلبهامتلي تماماآأ خلونا نكوﻥ واقعينبذمتكم هلا حد زعلاﻥ منيلاااا شفتوا,JO
1101,الشعب بده حكومة بده حكومة معاهالحكومة علينا تروح وما ترجعإضرابالأردن اضرابالنقاباتالمهنية,JO
1102,مشكلتنا إحنا بنلبس توب مش توبنا,JO
1103,بس نحنا جبنا شي عنا اشاعه نحنا بنحكي شي انشالله ترجع تنعاد,JO
1104,روحي شوفي حفله الاسبوع اللي فات عهر مستوي اعين الدوله بتصفن لحظتها بتقول وين الأخلاق القيم الأردنيه اللي كأنها إندثرت,JO
1105,الاشي عنديلقيت عنكبوت عندي بس رحت اجيب الشبشب ضربته اختفي مكانه يوجد اثار الشبشب للعنكبوت,JO
1106,يسلموا الكلام الحلو,JO
1107,ههههههه هيك بكون احسن,JO
1108,يارررب اليسا اطلع البرنامج زباااله وتافهه,JO
1109,إحنا البعض منا بنفع الكلام والاحترام لأنه بستوعب بفهم عنده عقل مرة الأمنالعام حاكي إطلاق العيارات النارية وعمل مبادرات كثير بس الفاضي لمتى هيك انا مش فاهم والأن خلص العقوبة لازم رادعة وتخليهم يتعلموا الاردن توجيهي,JO
1110,بحب لمآ ينحكآلي الوحيده لإنه المسآواة مآ بتنآسبني,JO
1111,برافو بس بدي احكيلك مش المظاهراتواني كتبت الناس تدعي الله يفرجها كفرتوارجعي لتغريداتي قبلها بتعرفيبس انتوا بتحبوا تهاجموا الناس وبدون,JO
1112,معنى الراحه النفسية إنك تاخذ عقله,JO
1113,ناس بس بتشكي بالحياه بتحب بتموت الجوح النوح,JO
1114,احكيله نظف حالك بالاول,JO
1115,انا وحده بحلم بالشي مثلي مثلكمما زعلت للناس فرحتزعلت عالاردني بيحط العلم التركي صورة بروفايل الازدهار عندهم معقول نوصل لهلمرحله,JO
1116,صوره حفلي بمهرجان جرش أحلى شي بالحفل هوه وجود الناس اللي بحبهم وكمان غنيت الاغاني اللي نفسي أغنيها حفل القلب بدي اشكر حدا معي وشاركني بهاد الحفل ألحضور أصحابي اهلي الفرقة الموسيقيه وشكر خاص لإدارة المهرجان وكل القائمين,JO
1117,بيسحج لاردوغان بيشتغل بالاردن امانه بتشوف فساد حرمنه بس المسؤول الاردني مو جاي المريخ الشعب,JO
1118,الله رقبا السير بنحطو الراس بعدهم أجارك الله,JO
1119,ريتها تبلى الضحكه الله يبسطك طول,JO
1120,يارب شي مر يحلو وكل شي باهت يتلون وكل شي ذبل يرجع يتورد,JO
1121,انا جبت سيرة الصلاة انا حكيت يقوموا الليل ويدعوابدل قاعدين الشباب بتلعب تريكس وبتوزع حلو وقطايف وبعزفوا جيتار الدوارولا شو رايك,JO
1122,مقتنعة تماما اني مميزة ووين انحط بقدر اترك لطيفو عندي قناعة اني اترك مكان انا كنت رح تضل سيرتي موجودة بالخير وعندي طاقة ايجابية بتتوزع بلد بتخلص بحكي عبث مدحبس ربنا خلق شخص بشغلة مميزة وانا مؤمنة رهيب اني مميزة وين اكون,JO
1123,لحقتو وانا صغير كنتوا سمعتوني وانا أغنيماباكل بشرب بس بطلع بعيونك بالليل ياعيوني بالليلياعمي أعطيني بنتك وأحسب الله اخذها بالليل ياعيوني بالليل,JO
1124,البلد بتضيع يا وديع,JO
1125,احنا الاردن وإذا احلاااام مش موجوده مانحضر البرنامج بكبره ونقاطع قنوات,JO
1126,ֆ لـمـن يسـعـدهـم گـوب شـآي وأشـيـاء بـسـيـيطـهـ صـبـاحالـخيـير,JO
1127,والله الرمثا فرفح قلبي يسعد قلبهم الوحدات الرمثا,JO
1128,ليش عندكم ثورةما تحكي لحدا بيضحكوا عليكي بعدين,JO
1129,الصراحه اغنية مافي تهبل روووعه,JO
1130,مساكيييين البرنامج يفشل حكمتوا بالفشششششل نوال لاتصلح وماراح تعبي مكان احلام احنا الأردن,JO
1131,معذورةقدراتك العقليه بتفهم بطيخ عرس السطح,JO
1132,الله يخليك يارب ويسعددددددك,JO
1133,وضعي هالفترة زي الختيارة تحكي وفجأة تنام,JO
1134,امين الله يسعدك يارب,JO
1135,انا سويت اللي لأحد يلومني,JO
1136,انا عشت فتره كبيره حياتي الخليج لي سنتين بالاردن الخليج متي يخلص الدوام عشان يروح البيت اللي بكون مقضيه التليفون الأردني يلاقي وظيفه حتي ساعه الخليجي بده يشتري ايفون جديد يقدر يعمل عزايم الشهر الأردني يطعمي اهل بيته,JO
1137,وين اللي ام فاهد ترد عليهم وتعطيهم فولوا,JO
1138,اهههههههههههه يحرق شيطانه شو ضحكني ولكم هادا ملك الغابه,JO
1139,وع الفاضي الفيصلي بتتعطل هاي التقنيات,JO
1140,هذول عالم مريضه خلينا الكلاس الهم والله وين مااروح لهجتي العجرميه ماغيرها,JO
1141,وهيك بنكون كملنا سنه وأنتم منورين حياتي,JO
1142,الله يحميكم تضلوا سند,JO
1143,احنا الدوله دايره ورا جيبه المواطن,JO
1144,لازم تعريف المعنسة المتجوزة عايشة تعيسة جوزها وعينها غيره,JO
1145,بتندموا الندم هالقرار ونذكركم فشل البرنامج الاكييد,JO
1146,ياخي بحس الحكومه السعوديه عندها شد ربط قوه ضبط النظام بننكر فساد سواء دوله عربيه دوائرهم الحكوميه ضبط ربط مش زي عنا ليخه,JO
1147,فعلا إحنا بنعز اله قيمة,JO
1148,بالعربي وكل شي اليسار اليمين,JO
1149,طبعا هالاغنية اهداء الكم انتشار الفيديو اللي كنت بغني هالاغنيه وطبعا لأنكم طلبتوها كامله واكيد بقدر ارفض طلبكم بحبكمكتير ذكرياتكدابه نداءشرارةفيديو برنامج الغنارايحجايمع حبايبي عزف صديقي الرائع الغالي,JO
1150,المصاري سحريات بنشافوا,JO
1151,يآ قدس يآ قبلة روحے يآ مجد العآلم يآ جنة الله الـأرضالقدسعربيةإسلامية القدسعاصمةفلسطين,JO
